,meter3
1347116700,8.9551379500e+01
1347116760,6.0000000000e+01
1347116820,6.0000000000e+01
1347116880,5.9411784000e+01
1347116940,3.0468603500e+01
1347117000,6.0000000000e+01
1347117060,6.0471002000e+01
1347117120,9.0000000000e+01
1347117180,8.9845169000e+01
1347117240,6.0590507000e+01
1347117300,9.0000000000e+01
1347117360,9.0000000000e+01
1347117420,8.9520771000e+01
1347117480,6.0967472000e+01
1347117540,1.1930631000e+02
1347117600,5.9511006000e+01
1347117660,3.0494915500e+01
1347117720,5.9505445000e+01
1347117780,3.0000000000e+01
1347117840,3.0000000000e+01
1347117900,3.0373601500e+01
1347117960,5.9491724000e+01
1347118020,3.0000000000e+01
1347118080,3.0000000000e+01
1347118140,3.0000000000e+01
1347118200,3.0000000000e+01
1347118260,3.0000000000e+01
1347118320,3.0523982500e+01
1347118380,5.9460839000e+01
1347118440,3.0542667500e+01
1347118500,5.9460286500e+01
1347118560,4.2023671000e+01
1347118620,6.8179120500e+02
1347118680,6.0000000000e+01
1347118740,6.0000000000e+01
1347118800,6.0552619000e+01
1347118860,8.9311940500e+01
1347118920,6.0567822000e+01
1347118980,8.9452199000e+01
1347119040,6.0568400000e+01
1347119100,9.0000000000e+01
1347119160,8.9295150000e+01
1347119220,6.0568891000e+01
1347119280,8.9426343000e+01
1347119340,6.0000000000e+01
1347119400,6.0000000000e+01
1347119460,6.0000000000e+01
1347119520,6.0585586000e+01
1347119580,9.0590045500e+01
1347119640,1.1940472250e+02
1347119700,8.9623721000e+01
1347119760,5.9402899500e+01
1347119820,3.0000000000e+01
1347119880,3.0000000000e+01
1347119940,3.0000000000e+01
1347120000,3.0000000000e+01
1347120060,3.0414434500e+01
1347120120,6.0000000000e+01
1347120180,6.0000000000e+01
1347120240,6.1487434000e+01
1347120300,1.1874659700e+02
1347120360,6.0636926500e+01
1347120420,8.9502863500e+01
1347120480,5.9352357500e+01
1347120540,3.1937011500e+01
1347120600,1.1934780050e+02
1347120660,8.9345028000e+01
1347120720,6.0000000000e+01
1347120780,6.0000000000e+01
1347120840,6.0000000000e+01
1347120900,5.9329701000e+01
1347120960,3.0000000000e+01
1347121020,3.0674429000e+01
1347121080,5.9203092500e+01
1347121140,3.0000000000e+01
1347121200,3.0000000000e+01
1347121260,3.0679185000e+01
1347121320,5.9204878500e+01
1347121380,3.0000000000e+01
1347121440,3.0801671000e+01
1347121500,5.9451007500e+01
1347121560,2.9309007500e+01
1347121620,6.9578150000e-01
1347121680,3.0000000000e+01
1347121740,3.0000000000e+01
1347121800,3.0000000000e+01
1347121860,3.0000000000e+01
1347121920,3.0704925000e+01
1347121980,6.2850582000e+01
1347122040,2.0294713600e+02
1347122100,1.1134237880e+03
1347122160,3.0000000000e+01
1347122220,3.0000000000e+01
1347122280,3.0000000000e+01
1347122340,3.0000000000e+01
1347122400,2.9265303500e+01
1347122460,7.4625800000e-01
1347122520,3.0000000000e+01
1347122580,3.0610864000e+01
1347122640,5.9244370000e+01
1347122700,3.0000000000e+01
1347122760,3.1531395000e+01
1347122820,8.9237344500e+01
1347122880,5.9231864500e+01
1347122940,3.1238332000e+01
1347123000,9.0000000000e+01
1347123060,9.0000000000e+01
1347123120,9.0000000000e+01
1347123180,9.0864621500e+01
1347123240,1.1908520850e+02
1347123300,9.0000000000e+01
1347123360,9.0000000000e+01
1347123420,9.0000000000e+01
1347123480,9.0000000000e+01
1347123540,9.0794074000e+01
1347123600,1.2000000000e+02
1347123660,1.2000000000e+02
1347123720,1.2000000000e+02
1347123780,1.2080289600e+02
1347123840,1.4839255900e+02
1347123900,9.0000000000e+01
1347123960,9.0000000000e+01
1347124020,8.9313230000e+01
1347124080,6.0810686000e+01
1347124140,8.8937683500e+01
1347124200,6.0000000000e+01
1347124260,6.0000000000e+01
1347124320,5.9160174500e+01
1347124380,3.0674382000e+01
1347124440,6.0000000000e+01
1347124500,6.0000000000e+01
1347124560,6.0000000000e+01
1347124620,5.9274970500e+01
1347124680,3.0857111000e+01
1347124740,5.9284227000e+01
1347124800,3.0000000000e+01
1347124860,3.0737097000e+01
1347124920,5.9256917000e+01
1347124980,3.0744867000e+01
1347125040,6.2192110500e+01
1347125100,1.5000000000e+02
1347125160,1.4924697700e+02
1347125220,1.2227011200e+02
1347125280,2.0822145450e+02
1347125340,1.2075695350e+02
1347125400,1.4923545800e+02
1347125460,1.2075891200e+02
1347125520,1.5077508850e+02
1347125580,1.8000000000e+02
1347125640,1.7844622700e+02
1347125700,1.2078277300e+02
1347125760,1.5078295600e+02
1347125820,1.7847069800e+02
1347125880,1.2079173250e+02
1347125940,1.5000000000e+02
1347126000,1.5000000000e+02
1347126060,1.5000000000e+02
1347126120,1.4919533800e+02
1347126180,1.2235438650e+02
1347126240,2.0757696750e+02
1347126300,1.2162151200e+02
1347126360,1.7918147500e+02
1347126420,1.5080999350e+02
1347126480,1.7836782700e+02
1347126540,1.2094173350e+02
1347126600,1.4917898900e+02
1347126660,1.2249793050e+02
1347126720,2.0833379600e+02
1347126780,1.5095823100e+02
1347126840,1.8083683050e+02
1347126900,2.0904036750e+02
1347126960,1.8169546800e+02
1347127020,2.4084665000e+02
1347127080,2.6915580200e+02
1347127140,2.4000000000e+02
1347127200,2.4085643000e+02
1347127260,2.6915988500e+02
1347127320,2.4000000000e+02
1347127380,2.3913891600e+02
1347127440,2.1000000000e+02
1347127500,2.1000000000e+02
1347127560,2.0912355700e+02
1347127620,1.8000000000e+02
1347127680,1.8000000000e+02
1347127740,1.8088286650e+02
1347127800,2.1089304450e+02
1347127860,2.3821684600e+02
1347127920,1.7910710450e+02
1347127980,1.5088213500e+02
1347128040,1.7796383100e+02
1347128100,1.2000000000e+02
1347128160,1.2180909000e+02
1347128220,1.8090107950e+02
1347128280,2.0727491100e+02
1347128340,1.2180540500e+02
1347128400,1.8000000000e+02
1347128460,1.7908039500e+02
1347128520,1.5000000000e+02
1347128580,1.5092051800e+02
1347128640,1.8000000000e+02
1347128700,1.9546689750e+02
1347128760,6.7087389300e+02
1347128820,1.5093884050e+02
1347128880,1.7893182050e+02
1347128940,1.5188731500e+02
1347129000,2.0905116900e+02
1347129060,1.8094300200e+02
1347129120,2.0810040200e+02
1347129180,1.5095710600e+02
1347129240,1.8000000000e+02
1347129300,1.7903634400e+02
1347129360,1.5000000000e+02
1347129420,1.5000000000e+02
1347129480,1.5097122750e+02
1347129540,1.7902410150e+02
1347129600,1.5000000000e+02
1347129660,1.4901955650e+02
1347129720,1.2196477200e+02
1347129780,1.8000000000e+02
1347129840,1.8000000000e+02
1347129900,1.8000000000e+02
1347129960,1.8000000000e+02
1347130020,1.7888702050e+02
1347130080,1.4900100100e+02
1347130140,1.2098480650e+02
1347130200,1.5000000000e+02
1347130260,1.5303919800e+02
1347130320,2.3798013500e+02
1347130380,1.8305561100e+02
1347130440,2.6795990800e+02
1347130500,2.1000000000e+02
1347130560,2.0794477700e+02
1347130620,1.5102809550e+02
1347130680,1.8103667050e+02
1347130740,2.1000000000e+02
1347130800,2.3479176000e+02
1347130860,8.9868830250e+02
1347130920,1.2312317850e+02
1347130980,2.0882677600e+02
1347131040,1.8000000000e+02
1347131100,1.8000000000e+02
1347131160,1.7894096600e+02
1347131220,1.5104475400e+02
1347131280,1.7881204100e+02
1347131340,1.5212644100e+02
1347131400,2.1076420750e+02
1347131460,2.3785800600e+02
1347131520,1.8107557850e+02
1347131580,2.0793785900e+02
1347131640,1.5215976200e+02
1347131700,2.1217188700e+02
1347131760,2.6673237300e+02
1347131820,1.8218203400e+02
1347131880,2.3781666700e+02
1347131940,1.7674908150e+02
1347132000,9.1218883000e+01
1347132060,1.1779822500e+02
1347132120,6.1107218000e+01
1347132180,9.0000000000e+01
1347132240,8.8891467000e+01
1347132300,6.1104578000e+01
1347132360,8.8885597500e+01
1347132420,5.8880831500e+01
1347132480,3.1122302000e+01
1347132540,6.0000000000e+01
1347132600,6.0000000000e+01
1347132660,6.0000000000e+01
1347132720,5.8737254500e+01
1347132780,3.1124369000e+01
1347132840,5.8857246000e+01
1347132900,3.1147065500e+01
1347132960,6.0000000000e+01
1347133020,5.8879066500e+01
1347133080,3.2287379000e+01
1347133140,9.0000000000e+01
1347133200,8.8847657000e+01
1347133260,6.0000000000e+01
1347133320,6.1163034000e+01
1347133380,9.0000000000e+01
1347133440,9.0000000000e+01
1347133500,9.0000000000e+01
1347133560,9.0000000000e+01
1347133620,8.8819121000e+01
1347133680,6.1184548000e+01
1347133740,8.8822123000e+01
1347133800,6.3556804500e+01
1347133860,1.4761772500e+02
1347133920,9.0000000000e+01
1347133980,8.8802158500e+01
1347134040,6.0000000000e+01
1347134100,6.0000000000e+01
1347134160,6.0000000000e+01
1347134220,6.0000000000e+01
1347134280,5.8785974000e+01
1347134340,3.0000000000e+01
1347134400,3.0000000000e+01
1347134460,3.1196942000e+01
1347134520,5.8789896000e+01
1347134580,3.1236403000e+01
1347134640,5.9042228500e+01
1347134700,3.0000000000e+01
1347134760,3.1219594500e+01
1347134820,5.8798352500e+01
1347134880,3.1248031500e+01
1347134940,6.0000000000e+01
1347135000,6.0000000000e+01
1347135060,5.8747311500e+01
1347135120,3.0000000000e+01
1347135180,3.1238685500e+01
1347135240,6.0000000000e+01
1347135300,6.0000000000e+01
1347135360,5.8969772000e+01
1347135420,3.0000000000e+01
1347135480,3.1286154000e+01
1347135540,5.8733146500e+01
1347135600,3.1276735500e+01
1347135660,6.0000000000e+01
1347135720,6.2568322000e+01
1347135780,1.1870928650e+02
1347135840,9.1293946000e+01
1347135900,1.1873373550e+02
1347135960,9.2586266000e+01
1347136020,1.4870117200e+02
1347136080,1.2130870550e+02
1347136140,1.4869489500e+02
1347136200,1.1868695150e+02
1347136260,9.1300724000e+01
1347136320,1.2000000000e+02
1347136380,1.2000000000e+02
1347136440,1.2287834100e+02
1347136500,1.7602136550e+02
1347136560,9.2631544000e+01
1347136620,1.4868538350e+02
1347136680,1.2000000000e+02
1347136740,1.1732733200e+02
1347136800,5.8534152000e+01
